Bill No.,Bill Year,Short Title of Bill,Ministry,Member Name,Date of Introduction,Bill Category,Status,URL for Bill As Introduced
188,2000,"The Constitution (Amendment) Bill, 2000 (Amendment of Eighth Schedule)",HOME AFFAIRS,Hannan Mollah Shri,27/07/2001,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
189,2000,"The Constituiton (Amendment) Bill, 2000 (Amendment of article 200, etc.)",HOME AFFAIRS,Hannan Mollah Shri,23/02/2001,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
190,2000,"The Income Tax (Amendment) Bill, 2000 (Amendment of section 1, etc.)",,Prakash Vishwanath Paranjpe Shri,23/02/2001,Money Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
191,2000,"The Constitution (Amendment) Bill, 2000 (Insertionof new article 21A, etc.)",HUMAN RESOURCE DEVELOPMENT,Basudev Acharia Shri,27/07/2001,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
192,2000,"The Constitution (Amendment) Bill, 2000 (Amendment of article 177)",HOME AFFAIRS,Kolur Basavanagoud Shri,24/08/2001,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
193,2000,"The Persons With Disabilities (Equal Opportunities, Protection of Rights and Full Participation) (Amendment) Bill, 2000 (Insertion of new section 68A, etc.)",SOCIAL JUSTICE AND EMPOWERMENT,Priya Ranjan Dasmunsi Shri,23/02/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
197,2000,"The National Commission for Senior Citizens Bill, 2000",SOCIAL JUSTICE AND EMPOWERMENT,Uttamrao Nathuji Dhikale Shri,27/07/2001,Financial Bill,,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
199,2000,"The Representation of the People (Amendment) Bill, 2000 (Amendment of section 77)",,Hannan Mollah Shri,23/02/2001,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
200,2000,"The Domestic Workers (Conditions of Service) Bill, 2000",LABOUR,V. Saroja Dr.(Smt.),23/02/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
201,2000,"The Land Acquisition (Amendment) Bill, 2000 (Amendment of section 4)",RURAL DEVELOPMENT,Gulam Mehmood Banatwalla Shri,23/02/2001,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
202,2000,"The Commission of Inquiry (Amendment) Bill, 2000 (Amendment of section 3)",HOME AFFAIRS,Gulam Mehmood Banatwalla Shri,23/02/2001,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
205,2000,"The Political Parties (Assistance and Regulation) Bill, 2000",,Uttamrao Nathuji Dhikale Shri,27/07/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
206,2000,"The consumer Protection (PriceDetermination of the Products Manufactured in the Private Sector) Bill, 2000","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",V. Saroja Dr.(Smt.),23/02/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
210,2000,"The Factories (Amendment) Bill, 2000 (Amendment of section 51, etc.)",LABOUR,Bal Krishna Chauhan Shri,23/02/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
212,2000,"The Unit Trust of India (Amendment) Bill, 2000 (Insertion of new section 21A)",,Kirit Somaiya Shri,10/08/2001,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
213,2000,"The Payment of Unemployment Allowance Bill, 2000",LABOUR,Hannan Mollah Shri,23/02/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
214,2000,"The Abolition of Child Labour Bill, 2000",LABOUR,Gangasandra Siddappa Basavaraj Shri,23/02/2001,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
215,2000,"The Unit Trust of India (Amendment) Bill, 2000 (Insertion of new chapter IIIA)",,Kirit Somaiya Shri,08/10/2001,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
216,2000,"The National Highways (Amendment) Bill, 2000 (Amendment of section 5)",ROAD TRANSPORT AND HIGHWAYS,Hannan Mollah Shri,23/02/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
217,2000,"The Unit Trust of India (Amendment) Bill, 2000 (Amendment of section 10)",,Kirit Somaiya Shri,08/10/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
218,2000,"The National Commission for Children Bill, 2000",,V. Saroja Dr.(Smt.),23/02/2001,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
219,2000,"The Women and Girls (Protection of Property Rights) Bill, 2000",,Renuka Chowdhury Smt.,08/10/2001,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
74,1999,"The House of the People (Administration) Bill, 1999",PARLIAMENTARY AFFAIRS,Gulam Mehmood Banatwalla Shri,03/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
75,1999,"The Terrorist and Disruptive Activities (Prevention) (Withdrawal of Legal Proceedings) Bill, 1999",HOME AFFAIRS,Gulam Mehmood Banatwalla Shri,12/03/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
76,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of article 58, etc.)",,Kirit Somaiya Shri,12/03/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
77,1999,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 1999 (Amendment of the Schedule)",SOCIAL JUSTICE AND EMPOWERMENT,Basudev Acharia Shri,12/03/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
78,1999,"The Technology Bank of India Bill, 1999",SCIENCE AND TECHNOLOGY,Kirit Somaiya Shri,12/03/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
79,1999,"The Prevention of Insults to National Honour (Amendment) Bill, 1999 (Amendment of section 3)",HOME AFFAIRS,Kirit Somaiya Shri,25/02/2000,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
80,1999,"The Empowerment of Women Bill, 1999",HUMAN RESOURCE DEVELOPMENT,V. Saroja Dr.(Smt.),12/03/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
81,1999,"The Constitution (Amendment) Bill, 1999 (Insertion of new article 75A, etc.)",HOME AFFAIRS,Kirit Somaiya Shri,12/03/1999,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
82,1999,"The Spices and Cash Crops Prices Commission Bill, 1999",AGRICULTURE,Ramesh Chennithala Shri,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
83,1999,"The Protection of Human Rights (Amendment) Bill, 1999 (Amendment of section 2, etc.)",HOME AFFAIRS,Ramesh Chennithala Shri,17/12/1999,Financial Bill,,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
84,1999,"The Medical Profession (Regulation) Bill, 1999",HEALTH AND FAMILY WELFARE,V. Saroja Dr.(Smt.),12/03/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
85,1999,"The Indian Citizens Abroad (Voting Right at Elections) Bill, 1999",,Gulam Mehmood Banatwalla Shri,12/03/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
86,1999,"The Government of Union Territory of Lakshadweep Bill, 1999",HOME AFFAIRS,Basudev Acharia Shri,12/03/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
87,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of Tenth Schedule)",,Ramesh Chennithala Shri,17/12/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
88,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of article 19)",HOME AFFAIRS,Ramesh Chennithala Shri,17/12/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
89,1999,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 1999",TRIBAL AFFAIRS,Bir Sing Mahato Shri,25/02/2000,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
90,1999,"The Special Educational Facilities (For Children Below Poverty Line) Bill, 1999",HUMAN RESOURCE DEVELOPMENT,Bir Sing Mahato Shri,25/02/2000,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
91,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of article 311)","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Basudev Acharia Shri,12/03/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
92,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of Preamble, etc.)",HOME AFFAIRS,Harpal Singh Sathi Shri,12/03/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
93,1999,"The Ban on Cow Slaughter Bill, 1999",AGRICULTURE,Rashid Alvi Shri,17/12/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
98,1999,"The Investors` Protection Bill, 1999",,Kirit Somaiya Shri,12/03/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
101,1999,"The Rubber Growers (Protection) Bill, 1999",,P.C. Thomas Shri,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
102,1999,"The Constitution (Amendment) Bill, 1999 (Insertion of new article 44A)",HOME AFFAIRS,P.C. Thomas Shri,17/12/1999,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
104,1999,"The Slums and Jhuggi Jhopri Areas Clearance Bill, 1999",URBAN DEVELOPMENT AND POVERTY ALLEVIATION,Y. Eswara Reddy Shri,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
105,1999,"The Youth Welfare Bill, 1999",URBAN DEVELOPMENT AND POVERTY ALLEVIATION,Vilas Baburao Muttemwar Shri,17/12/1999,Financial Bill,,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
106,1999,"The Constitution (Scheduled Tribes) Order Bill, 1999 (Amendment of the Schedule)",SOCIAL JUSTICE AND EMPOWERMENT,Vilas Baburao Muttemwar Shri,17/12/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
107,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of articles 74 and 163)",HOME AFFAIRS,Uttamrao Deorao Patil Shri,12/03/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
108,1999,"The Reservation (Services and Higher Education) Bill, 1999",SOCIAL JUSTICE AND EMPOWERMENT,Gulam Mehmood Banatwalla Shri,12/03/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
109,1999,"The Contract Labour (Regulation and Abolition) (Amendment) Bill, 1999 (Amendment of section 1, etc.)",LABOUR,Basudev Acharia Shri,12/03/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
110,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of article 85)",,Raghuvansh Prasad Singh Dr.,17/12/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
111,1999,"The National Child Welfare Board Bill, 1999",HUMAN RESOURCE DEVELOPMENT,Vilas Baburao Muttemwar Shri,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
112,1999,"The Indian Citizens Abroad (Voting Right at Elections) Bill, 1999",,E. Ahmed Shri,20/04/2000,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
113,1999,"The Compulsory Voting Bill, 1999",,Vilas Baburao Muttemwar Shri,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
115,1999,"The Unorganised Labour Welfare Fund Bill, 1999",LABOUR,E. Ahmed Shri,20/04/2000,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
116,1999,"The Flood Control Bill, 1999",WATER RESOURCES,,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
117,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of article 51A)",,Raghuvansh Prasad Singh Dr.,17/12/1999,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
118,1999,"The Constitution (Scheduled Castes) Order (Amendment) Bill, 1999 (Amendment of the Schedule)",SOCIAL JUSTICE AND EMPOWERMENT,Raghuvansh Prasad Singh Dr.,17/12/1999,Ordinary Bill,,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
119,1999,"The Constitution (Amendment) Bill, 1999 (Insertion of new article 75A)",HOME AFFAIRS,Anant Gangaram Geete Shri,17/12/1999,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
120,1999,"The National Commission for the Aged BIll, 1999",SOCIAL JUSTICE AND EMPOWERMENT,Sushil Kumar Shinde,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
124,1999,"The Population Stabilisation Bill, 1999",HEALTH AND FAMILY WELFARE,V. Saroja Dr.(Smt.),17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
125,1999,"The Compulsory Voting Bill, 1999",,P.C. Thomas Shri,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
126,1999,"The Constitution (Amendment) Bill, 1999 (Insertion of new article 31)",PLANNING,V. Saroja Dr.(Smt.),17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
131,1999,"The Population Control and Family Welfare Bill, 1999",HEALTH AND FAMILY WELFARE,Sushil Kumar Shinde,17/12/1999,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
132,1999,"The Constitution (Amendment) Bill, 1999 (Amendment of article 103, etc.)",,Anant Gangaram Geete Shri,17/12/1999,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
133,1999,"The Representation of the People (Amendment) Bill, 1999 (Insertion of new sections 26A and 26B)",,Raghuvansh Prasad Singh Dr.,17/12/1999,Ordinary Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
8,1998,"The High Court at Allahabad (Establishment of a Permanent Bench at Meerut) Bill, 1998",,,06/02/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
9,1998,"The Compulsory Voting Bill, 1998",,,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
10,1998,"The Relpresentation f the People (Amendment) Bill, 1998 (Insertion of new sectin 8B)",,Prabhu Dayal Katheria Shri,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
11,1998,"The Population Control Bill, 1998",HEALTH AND FAMILY WELFARE,,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
12,1998,"The Private Investigators Bill, 1998",HOME AFFAIRS,,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
13,1998,"The Declaration of Assets by MInisters, Members of Parliament and Civil Servants Bill, 1998",HOME AFFAIRS,Bachi Singh Rawat Shri,06/02/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
14,1998,"The Terrorist and Disruptive Activities (Prevention) (Withdrawal of Legal Proceedings) Bill, 1998",HOME AFFAIRS,Gulam Mehmood Banatwalla Shri,06/02/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
15,1998,"The Constitution (Amendment) Bill, 1998 (Amendment of articles 302 and 304)",AGRICULTURE,,06/02/1998,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
16,1998,"The Constitution (Amendment) Bill, 1998 (Amendment of article 174)",HOME AFFAIRS,Mohan Singh Shri,06/02/1998,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
17,1998,"The Populatin Control Bill, 1998",HEALTH AND FAMILY WELFARE,Bachi Singh Rawat Shri,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
18,1998,"The National Population Policy Bill, 1998",HEALTH AND FAMILY WELFARE,,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
20,1998,"The House of the People (Administration) Bill, 1998",PARLIAMENTARY AFFAIRS,Gulam Mehmood Banatwalla Shri,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
21,1998,"The Indian Penal Code (Amendment) Bill, 1998 (Amendment of article 376)",HOME AFFAIRS,,06/02/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
22,1998,"The Chilli Growers (Benefit) Bill, 1998",AGRICULTURE,Sambasiva Rayapati Rao Shri,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
23,1998,"The Constitution (Amendment) Bill, 1998 (Insertion of article 29A, etc.)",HUMAN RESOURCE DEVELOPMENT,Mohan Singh Shri,06/02/1998,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
24,1998,"The Cinemtograph (Amendment) Bill, 1998 (Substituiton of new section for section 3, etc.)",INFORMATION AND BROADCASTING,,06/02/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
25,1998,"The Reservation (Services and Higher Education) Bill, 1998",,Gulam Mehmood Banatwalla Shri,06/02/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
26,1998,"The Forest (Conservation) Amendment Bill, 1998 (Insertion of new section 3C)",ENVIRONMENT AND FORESTS,Bachi Singh Rawat Shri,06/02/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
27,1998,"The Provision of Employment Bill, 1998",,,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
28,1998,"The Tobacco Growers (Benefit) Bill, 1998",,Sambasiva Rayapati Rao Shri,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
29,1998,"The Cotton Growers (Benefit) Bill, 1998",AGRICULTURE,Sambasiva Rayapati Rao Shri,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
31,1998,"The Scrutiny of Assets of Ministers, Members of Parliaemnt and Public Servants Bill, 1998",HOME AFFAIRS,,06/02/1998,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
32,1998,"The Constitution (Amendment) Bill, 1998 (Insertion of new article 51B)",,Mohan Singh Shri,06/02/1998,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
33,1998,"The Constitution (Amendment) Bill, 1998 (Amendment of article 15, etc.)",,Gulam Mehmood Banatwalla Shri,06/02/1998,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
34,1998,"The Universities and Colleges (Reservation of Vacancies in Posts for Scheduled Castes and Scheduled Tribes) Bill, 1998",HUMAN RESOURCE DEVELOPMENT,Mohan Singh Shri,06/02/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
35,1998,"The Constitution (Amendment) Bill, 1998 (Amendment of article 311)","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Basudev Acharia Shri,06/12/1998,Constitutional Amendment Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
36,1998,"The Constitution (Scheudled Tribes) Order (Amendment) Bill, 1998 (Amendment of the Schedule)",,Basudev Acharia Shri,06/12/1998,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/
